Date,Zip Code,Pickup Location,Number of Trips Booked
2024/04/22,700020,A.J.C. Bose Road,23
2024/04/22,700022,Hastings,10
2024/04/22,700025,Bhawanipore,14
2024/04/22,700026,Kalighat,16
2024/04/22,700027,Alipore,4
2024/04/22,700029,Dover Lane,6
2024/04/22,700031,Dhakuria,10
2024/04/22,700032,Bijoygarh,18
2024/04/22,700033,Indrani Park,14
2024/04/22,700034,Behala,11
2024/04/22,700042,Kasba,9
2024/04/22,700044,Badartala,15
2024/04/22,700046,Abinash Chaowdhury Lane,13
2024/04/22,700047,Ganguly Bagan,13
2024/04/22,700053,Kalabagan,10
2024/04/22,700054,Bengal Chemical,13
2024/04/22,700061,Jairampur,18
2024/04/22,700066,Bidhangarh,9
2024/04/22,700068,Jodhpur Park,17
2024/04/22,700069,Great Eastern Hotel,23
2024/04/22,700073,Colootola,19
2024/04/22,700075,Garfa,11
2024/04/22,700078,Haltu,8
2024/04/22,700082,Haridevpur,16
2024/04/22,700085,K.G. Bose Sarani,12
2024/04/22,700086,Baghajatin,14
2024/04/22,700088,Brace Bridge,12
2024/04/22,700095,Golf Green,9
2024/04/22,700099,Kalikapur,11
2024/04/22,700107,E.K.T,8
2024/04/22,700141,Daulatpur,17
2024/04/22,700008,Barisha,17
2024/04/22,700010,Beleghata,18
2024/04/22,700012,Bowbazar,15
2024/04/22,700015,Entally,14
2024/04/22,700017,Kidderpore,11
2024/04/22,700018,Bartala,9
2024/04/22,700021,Fort William,21
2024/04/22,700024,Garden Reach,9
2024/04/22,700072,Hindustan Building,27
2024/04/22,700135,Rajarhat,25
2024/04/22,700136,New Town,13
2024/04/22,700023,Khiddirpore,14
2024/04/22,700091,Salt Lake Sector I,20
2024/04/22,700098,Bidhan Nagar,17
2024/04/22,700105,Kankurgachi,11
2024/04/22,700106,Phool Bagan,8
2024/04/22,700108,Shyambazar,23
2024/04/22,700109,Bagbazar,13
2024/04/23,700001,B.B.D. Bagh,30
2024/04/23,700007,Esplanade,26
2024/04/23,700013,Chittaranjan Avenue,31
2024/04/23,700014,Bhowanipore,9
2024/04/23,700016,Park Street,23
2024/04/23,700019,Ballygunge,11
2024/04/23,700020,A.J.C. Bose Road,31
2024/04/23,700022,Hastings,15
2024/04/23,700025,Bhawanipore,11
2024/04/23,700026,Kalighat,22
2024/04/23,700027,Alipore,10
2024/04/23,700029,Dover Lane,14
2024/04/23,700031,Dhakuria,13
2024/04/23,700032,Bijoygarh,14
2024/04/23,700033,Indrani Park,13
2024/04/23,700034,Behala,5
2024/04/23,700042,Kasba,10
2024/04/23,700044,Badartala,15
2024/04/23,700046,Abinash Chaowdhury Lane,13
2024/04/23,700047,Ganguly Bagan,15
2024/04/23,700053,Kalabagan,11
2024/04/23,700054,Bengal Chemical,19
2024/04/23,700061,Jairampur,13
2024/04/23,700066,Bidhangarh,12
2024/04/23,700068,Jodhpur Park,14
2024/04/23,700069,Great Eastern Hotel,22
2024/04/23,700073,Colootola,23
2024/04/23,700075,Garfa,4
2024/04/23,700078,Haltu,7
2024/04/23,700082,Haridevpur,15
2024/04/23,700085,K.G. Bose Sarani,14
2024/04/23,700086,Baghajatin,15
2024/04/23,700088,Brace Bridge,11
2024/04/23,700095,Golf Green,10
2024/04/23,700099,Kalikapur,6
2024/04/23,700107,E.K.T,11
2024/04/23,700141,Daulatpur,12
2024/04/23,700008,Barisha,10
2024/04/23,700010,Beleghata,20
2024/04/23,700012,Bowbazar,21
2024/04/23,700015,Entally,19
2024/04/23,700017,Kidderpore,12
2024/04/23,700018,Bartala,12
2024/04/23,700021,Fort William,28
2024/04/23,700024,Garden Reach,17
2024/04/23,700072,Hindustan Building,25
2024/04/23,700135,Rajarhat,20
2024/04/23,700136,New Town,16
2024/04/23,700023,Khiddirpore,16
2024/04/23,700091,Salt Lake Sector I,25
2024/04/23,700098,Bidhan Nagar,22
2024/04/23,700105,Kankurgachi,10
2024/04/23,700106,Phool Bagan,11
2024/04/23,700108,Shyambazar,29
2024/04/23,700109,Bagbazar,9
2024/04/24,700001,B.B.D. Bagh,20
2024/04/24,700007,Esplanade,35
2024/04/24,700013,Chittaranjan Avenue,17
2024/04/24,700014,Bhowanipore,11
2024/04/24,700016,Park Street,29
2024/04/24,700019,Ballygunge,9
2024/04/24,700020,A.J.C. Bose Road,31
2024/04/24,700022,Hastings,10
2024/04/24,700025,Bhawanipore,12
2024/04/24,700026,Kalighat,19
2024/04/24,700027,Alipore,12
2024/04/24,700029,Dover Lane,22
2024/04/24,700031,Dhakuria,13
2024/04/24,700032,Bijoygarh,10
2024/04/24,700033,Indrani Park,14
2024/04/24,700034,Behala,10
2024/04/24,700042,Kasba,12
2024/04/24,700044,Badartala,21
2024/04/24,700046,Abinash Chaowdhury Lane,8
2024/04/24,700047,Ganguly Bagan,10
2024/04/24,700053,Kalabagan,12
2024/04/24,700054,Bengal Chemical,21
2024/04/24,700061,Jairampur,7
2024/04/24,700066,Bidhangarh,10
2024/04/24,700068,Jodhpur Park,15
2024/04/24,700069,Great Eastern Hotel,20
2024/04/24,700073,Colootola,24
2024/04/24,700075,Garfa,14
2024/04/24,700078,Haltu,8
2024/04/24,700082,Haridevpur,11
2024/04/24,700085,K.G. Bose Sarani,13
2024/04/24,700086,Baghajatin,10
2024/04/24,700088,Brace Bridge,12
2024/04/24,700095,Golf Green,8
2024/04/24,700099,Kalikapur,15
2024/04/24,700107,E.K.T,12
2024/04/24,700141,Daulatpur,13
2024/04/24,700008,Barisha,14
2024/04/24,700010,Beleghata,17
2024/04/24,700012,Bowbazar,29
2024/04/24,700015,Entally,14
2024/04/24,700017,Kidderpore,13
2024/04/24,700018,Bartala,14
2024/04/24,700021,Fort William,23
2024/04/24,700024,Garden Reach,8
2024/04/24,700072,Hindustan Building,22
2024/04/24,700135,Rajarhat,18
2024/04/24,700136,New Town,17
2024/04/24,700023,Khiddirpore,10
2024/04/24,700091,Salt Lake Sector I,11
2024/04/24,700098,Bidhan Nagar,15
2024/04/24,700105,Kankurgachi,15
2024/04/24,700106,Phool Bagan,12
2024/04/24,700108,Shyambazar,24
2024/04/24,700109,Bagbazar,16
2024/04/25,700001,B.B.D. Bagh,23
2024/04/25,700007,Esplanade,27
2024/04/25,700013,Chittaranjan Avenue,20
2024/04/25,700014,Bhowanipore,16
2024/04/25,700016,Park Street,26
2024/04/25,700019,Ballygunge,10
2024/04/25,700020,A.J.C. Bose Road,22
2024/04/25,700022,Hastings,13
2024/04/25,700025,Bhawanipore,12
2024/04/25,700026,Kalighat,23
2024/04/25,700027,Alipore,8
2024/04/25,700029,Dover Lane,13
2024/04/25,700031,Dhakuria,9
2024/04/25,700032,Bijoygarh,10
2024/04/25,700033,Indrani Park,10
2024/04/25,700034,Behala,5
2024/04/25,700042,Kasba,15
2024/04/25,700044,Badartala,13
2024/04/25,700046,Abinash Chaowdhury Lane,11
2024/04/25,700047,Ganguly Bagan,8
2024/04/25,700053,Kalabagan,14
2024/04/25,700054,Bengal Chemical,15
2024/04/25,700061,Jairampur,12
2024/04/25,700066,Bidhangarh,11
2024/04/25,700068,Jodhpur Park,8
2024/04/25,700069,Great Eastern Hotel,18
2024/04/25,700073,Colootola,22
2024/04/25,700075,Garfa,11
2024/04/25,700078,Haltu,10
2024/04/25,700082,Haridevpur,14
2024/04/25,700085,K.G. Bose Sarani,14
2024/04/25,700086,Baghajatin,13
2024/04/25,700088,Brace Bridge,17
2024/04/25,700095,Golf Green,15
2024/04/25,700099,Kalikapur,16
2024/04/25,700107,E.K.T,17
2024/04/25,700141,Daulatpur,8
2024/04/25,700008,Barisha,11
2024/04/25,700010,Beleghata,13
2024/04/25,700012,Bowbazar,12
2024/04/25,700015,Entally,22
2024/04/25,700017,Kidderpore,13
2024/04/25,700018,Bartala,15
2024/04/25,700021,Fort William,27
2024/04/25,700024,Garden Reach,10
2024/04/25,700072,Hindustan Building,29
2024/04/25,700135,Rajarhat,15
2024/04/25,700136,New Town,16
2024/04/25,700023,Khiddirpore,11
2024/04/25,700091,Salt Lake Sector I,33
2024/04/25,700098,Bidhan Nagar,18
2024/04/25,700105,Kankurgachi,12
2024/04/25,700106,Phool Bagan,15
2024/04/25,700108,Shyambazar,22
2024/04/25,700109,Bagbazar,14
2024/04/26,700001,B.B.D. Bagh,21
2024/04/26,700007,Esplanade,20
2024/04/26,700013,Chittaranjan Avenue,24
2024/04/26,700014,Bhowanipore,17
2024/04/26,700016,Park Street,25
2024/04/26,700019,Ballygunge,14
2024/04/26,700020,A.J.C. Bose Road,23
2024/04/26,700022,Hastings,11
2024/04/26,700025,Bhawanipore,6
2024/04/26,700026,Kalighat,26
2024/04/26,700027,Alipore,8
2024/04/26,700029,Dover Lane,16
2024/04/26,700031,Dhakuria,7
2024/04/26,700032,Bijoygarh,9
2024/04/26,700033,Indrani Park,20
2024/04/26,700034,Behala,9
2024/04/26,700042,Kasba,10
2024/04/26,700044,Badartala,12
2024/04/26,700046,Abinash Chaowdhury Lane,16
2024/04/26,700047,Ganguly Bagan,21
2024/04/26,700053,Kalabagan,10
2024/04/26,700054,Bengal Chemical,17
2024/04/26,700061,Jairampur,14
2024/04/26,700066,Bidhangarh,8
2024/04/26,700068,Jodhpur Park,8
2024/04/26,700069,Great Eastern Hotel,23
2024/04/26,700073,Colootola,19
2024/04/26,700075,Garfa,16
2024/04/26,700078,Haltu,11
2024/04/26,700082,Haridevpur,12
2024/04/26,700085,K.G. Bose Sarani,11
2024/04/26,700086,Baghajatin,8
2024/04/26,700088,Brace Bridge,10
2024/04/26,700095,Golf Green,10
2024/04/26,700099,Kalikapur,15
2024/04/26,700107,E.K.T,13
2024/04/26,700141,Daulatpur,13
2024/04/26,700008,Barisha,13
2024/04/26,700010,Beleghata,18
2024/04/26,700012,Bowbazar,22
2024/04/26,700015,Entally,25
2024/04/26,700017,Kidderpore,13
2024/04/26,700018,Bartala,9
2024/04/26,700021,Fort William,22
2024/04/26,700024,Garden Reach,11
2024/04/26,700072,Hindustan Building,25
2024/04/26,700135,Rajarhat,19
2024/04/26,700136,New Town,12
2024/04/26,700023,Khiddirpore,12
2024/04/26,700091,Salt Lake Sector I,24
2024/04/26,700098,Bidhan Nagar,18
2024/04/26,700105,Kankurgachi,10
2024/04/26,700106,Phool Bagan,15
2024/04/26,700108,Shyambazar,24
2024/04/26,700109,Bagbazar,11
2024/04/27,700001,B.B.D. Bagh,23
2024/04/27,700007,Esplanade,17
2024/04/27,700013,Chittaranjan Avenue,31
2024/04/27,700014,Bhowanipore,15
2024/04/27,700016,Park Street,16
2024/04/27,700019,Ballygunge,16
2024/04/27,700020,A.J.C. Bose Road,21
2024/04/27,700022,Hastings,6
2024/04/27,700025,Bhawanipore,12
2024/04/27,700026,Kalighat,10
2024/04/27,700027,Alipore,11
2024/04/27,700029,Dover Lane,15
2024/04/27,700031,Dhakuria,8
2024/04/27,700032,Bijoygarh,15
2024/04/27,700033,Indrani Park,3
2024/04/27,700034,Behala,9
2024/04/27,700042,Kasba,13
2024/04/27,700044,Badartala,9
2024/04/27,700046,Abinash Chaowdhury Lane,8
2024/04/27,700047,Ganguly Bagan,10
2024/04/27,700053,Kalabagan,12
2024/04/27,700054,Bengal Chemical,18
2024/04/27,700061,Jairampur,6
2024/04/27,700066,Bidhangarh,22
2024/04/27,700068,Jodhpur Park,10
2024/04/27,700069,Great Eastern Hotel,17
2024/04/27,700073,Colootola,16
2024/04/27,700075,Garfa,7
2024/04/27,700078,Haltu,14
2024/04/27,700082,Haridevpur,8
2024/04/27,700085,K.G. Bose Sarani,11
2024/04/27,700086,Baghajatin,9
2024/04/27,700088,Brace Bridge,13
2024/04/27,700095,Golf Green,7
2024/04/27,700099,Kalikapur,12
2024/04/27,700107,E.K.T,11
2024/04/27,700141,Daulatpur,9
2024/04/27,700008,Barisha,12
2024/04/27,700010,Beleghata,16
2024/04/27,700012,Bowbazar,18
2024/04/27,700015,Entally,12
2024/04/27,700017,Kidderpore,11
2024/04/27,700018,Bartala,8
2024/04/27,700021,Fort William,23
2024/04/27,700024,Garden Reach,7
2024/04/27,700072,Hindustan Building,23
2024/04/27,700135,Rajarhat,15
2024/04/27,700136,New Town,13
2024/04/27,700023,Khiddirpore,4
2024/04/27,700091,Salt Lake Sector I,22
2024/04/27,700098,Bidhan Nagar,13
2024/04/27,700105,Kankurgachi,7
2024/04/27,700106,Phool Bagan,15
2024/04/27,700108,Shyambazar,25
2024/04/27,700109,Bagbazar,11
2024/04/28,700001,B.B.D. Bagh,15
2024/04/28,700007,Esplanade,17
2024/04/28,700013,Chittaranjan Avenue,16
2024/04/28,700014,Bhowanipore,7
2024/04/28,700016,Park Street,14
2024/04/28,700019,Ballygunge,7
2024/04/28,700020,A.J.C. Bose Road,19
2024/04/28,700022,Hastings,6
2024/04/28,700025,Bhawanipore,7
2024/04/28,700026,Kalighat,5
2024/04/28,700027,Alipore,14
2024/04/28,700029,Dover Lane,5
2024/04/28,700031,Dhakuria,5
2024/04/28,700032,Bijoygarh,5
2024/04/28,700033,Indrani Park,3
2024/04/28,700034,Behala,9
2024/04/28,700042,Kasba,9
2024/04/28,700044,Badartala,13
2024/04/28,700046,Abinash Chaowdhury Lane,7
2024/04/28,700047,Ganguly Bagan,10
2024/04/28,700053,Kalabagan,6
2024/04/28,700054,Bengal Chemical,9
2024/04/28,700061,Jairampur,9
2024/04/28,700066,Bidhangarh,10
2024/04/28,700068,Jodhpur Park,5
2024/04/28,700069,Great Eastern Hotel,16
2024/04/28,700073,Colootola,11
2024/04/28,700075,Garfa,10
2024/04/28,700078,Haltu,10
2024/04/28,700082,Haridevpur,6
2024/04/28,700085,K.G. Bose Sarani,10
2024/04/28,700086,Baghajatin,8
2024/04/28,700088,Brace Bridge,14
2024/04/28,700095,Golf Green,6
2024/04/28,700099,Kalikapur,7
2024/04/28,700107,E.K.T,4
2024/04/28,700141,Daulatpur,4
2024/04/28,700008,Barisha,8
2024/04/28,700010,Beleghata,12
2024/04/28,700012,Bowbazar,17
2024/04/28,700015,Entally,11
2024/04/28,700017,Kidderpore,8
2024/04/28,700018,Bartala,5
2024/04/28,700021,Fort William,11
2024/04/28,700024,Garden Reach,10
2024/04/28,700072,Hindustan Building,16
2024/04/28,700135,Rajarhat,12
2024/04/28,700136,New Town,9
2024/04/28,700023,Khiddirpore,6
2024/04/28,700091,Salt Lake Sector I,14
2024/04/28,700098,Bidhan Nagar,12
2024/04/28,700105,Kankurgachi,3
2024/04/28,700106,Phool Bagan,9
2024/04/28,700108,Shyambazar,16
2024/04/28,700109,Bagbazar,5
2024/04/29,700001,B.B.D. Bagh,31
2024/04/29,700007,Esplanade,18
2024/04/29,700013,Chittaranjan Avenue,19
2024/04/29,700014,Bhowanipore,8
2024/04/29,700016,Park Street,24
2024/04/29,700019,Ballygunge,9
2024/04/29,700020,A.J.C. Bose Road,24
2024/04/29,700022,Hastings,12
2024/04/29,700025,Bhawanipore,9
2024/04/29,700026,Kalighat,25
2024/04/29,700027,Alipore,10
2024/04/29,700029,Dover Lane,12
2024/04/29,700031,Dhakuria,11
2024/04/29,700032,Bijoygarh,9
2024/04/29,700033,Indrani Park,10
2024/04/29,700034,Behala,9
2024/04/29,700042,Kasba,7
2024/04/29,700044,Badartala,16
2024/04/29,700046,Abinash Chaowdhury Lane,11
2024/04/29,700047,Ganguly Bagan,12
2024/04/29,700053,Kalabagan,10
2024/04/29,700054,Bengal Chemical,14
2024/04/29,700061,Jairampur,4
2024/04/29,700066,Bidhangarh,11
2024/04/29,700068,Jodhpur Park,10
2024/04/29,700069,Great Eastern Hotel,37
2024/04/29,700073,Colootola,27
2024/04/29,700075,Garfa,11
2024/04/29,700078,Haltu,7
2024/04/29,700082,Haridevpur,10
2024/04/29,700085,K.G. Bose Sarani,13
2024/04/29,700086,Baghajatin,14
2024/04/29,700088,Brace Bridge,16
2024/04/29,700095,Golf Green,9
2024/04/29,700099,Kalikapur,6
2024/04/29,700107,E.K.T,12
2024/04/29,700141,Daulatpur,13
2024/04/29,700008,Barisha,19
2024/04/29,700010,Beleghata,18
2024/04/29,700012,Bowbazar,22
2024/04/29,700015,Entally,11
2024/04/29,700017,Kidderpore,6
2024/04/29,700018,Bartala,13
2024/04/29,700021,Fort William,23
2024/04/29,700024,Garden Reach,12
2024/04/29,700072,Hindustan Building,21
2024/04/29,700135,Rajarhat,15
2024/04/29,700136,New Town,19
2024/04/29,700023,Khiddirpore,16
2024/04/29,700091,Salt Lake Sector I,21
2024/04/29,700098,Bidhan Nagar,18
2024/04/29,700105,Kankurgachi,7
2024/04/29,700106,Phool Bagan,11
2024/04/29,700108,Shyambazar,28
2024/04/29,700109,Bagbazar,6
2024/04/30,700001,B.B.D. Bagh,11
2024/04/30,700007,Esplanade,22
2024/04/30,700013,Chittaranjan Avenue,32
2024/04/30,700014,Bhowanipore,16
2024/04/30,700016,Park Street,27
2024/04/30,700019,Ballygunge,11
2024/04/30,700020,A.J.C. Bose Road,30
2024/04/30,700022,Hastings,9
2024/04/30,700025,Bhawanipore,11
2024/04/30,700026,Kalighat,17
2024/04/30,700027,Alipore,10
2024/04/30,700029,Dover Lane,9
2024/04/30,700031,Dhakuria,10
2024/04/30,700032,Bijoygarh,16
2024/04/30,700033,Indrani Park,12
2024/04/30,700034,Behala,11
2024/04/30,700042,Kasba,14
2024/04/30,700044,Badartala,9
2024/04/30,700046,Abinash Chaowdhury Lane,13
2024/04/30,700047,Ganguly Bagan,14
2024/04/30,700053,Kalabagan,14
2024/04/30,700054,Bengal Chemical,25
2024/04/30,700061,Jairampur,13
2024/04/30,700066,Bidhangarh,19
2024/04/30,700068,Jodhpur Park,14
2024/04/30,700069,Great Eastern Hotel,19
2024/04/30,700073,Colootola,26
2024/04/30,700075,Garfa,10
2024/04/30,700078,Haltu,10
2024/04/30,700082,Haridevpur,14
2024/04/30,700085,K.G. Bose Sarani,14
2024/04/30,700086,Baghajatin,21
2024/04/30,700088,Brace Bridge,15
2024/04/30,700095,Golf Green,13
2024/04/30,700099,Kalikapur,14
2024/04/30,700107,E.K.T,15
2024/04/30,700141,Daulatpur,19
2024/04/30,700008,Barisha,12
2024/04/30,700010,Beleghata,15
2024/04/30,700012,Bowbazar,21
2024/04/30,700015,Entally,16
2024/04/30,700017,Kidderpore,13
2024/04/30,700018,Bartala,16
2024/04/30,700021,Fort William,21
2024/04/30,700024,Garden Reach,19
2024/04/30,700072,Hindustan Building,27
2024/04/30,700135,Rajarhat,13
2024/04/30,700136,New Town,22
2024/04/30,700023,Khiddirpore,11
2024/04/30,700091,Salt Lake Sector I,16
2024/04/30,700098,Bidhan Nagar,16
2024/04/30,700105,Kankurgachi,12
2024/04/30,700106,Phool Bagan,17
2024/04/30,700108,Shyambazar,29
2024/04/30,700109,Bagbazar,14
2024/05/01,700001,B.B.D. Bagh,20
2024/05/01,700007,Esplanade,21
2024/05/01,700013,Chittaranjan Avenue,13
2024/05/01,700014,Bhowanipore,11
2024/05/01,700016,Park Street,25
2024/05/01,700019,Ballygunge,8
2024/05/01,700020,A.J.C. Bose Road,22
2024/05/01,700022,Hastings,16
2024/05/01,700025,Bhawanipore,9
2024/05/01,700026,Kalighat,23
2024/05/01,700027,Alipore,16
2024/05/01,700029,Dover Lane,17
2024/05/01,700031,Dhakuria,8
2024/05/01,700032,Bijoygarh,9
2024/05/01,700033,Indrani Park,17
2024/05/01,700034,Behala,10
2024/05/01,700042,Kasba,9
2024/05/01,700044,Badartala,10
2024/05/01,700046,Abinash Chaowdhury Lane,19
2024/05/01,700047,Ganguly Bagan,8
2024/05/01,700053,Kalabagan,10
2024/05/01,700054,Bengal Chemical,15
2024/05/01,700061,Jairampur,18
2024/05/01,700066,Bidhangarh,13
2024/05/01,700068,Jodhpur Park,12
2024/05/01,700069,Great Eastern Hotel,31
2024/05/01,700073,Colootola,17
2024/05/01,700075,Garfa,11
2024/05/01,700078,Haltu,16
2024/05/01,700082,Haridevpur,8
2024/05/01,700085,K.G. Bose Sarani,11
2024/05/01,700086,Baghajatin,14
2024/05/01,700088,Brace Bridge,4
2024/05/01,700095,Golf Green,15
2024/05/01,700099,Kalikapur,12
2024/05/01,700107,E.K.T,14
2024/05/01,700141,Daulatpur,19
2024/05/01,700008,Barisha,20
2024/05/01,700010,Beleghata,19
2024/05/01,700012,Bowbazar,22
2024/05/01,700015,Entally,16
2024/05/01,700017,Kidderpore,14
2024/05/01,700018,Bartala,13
2024/05/01,700021,Fort William,22
2024/05/01,700024,Garden Reach,11
2024/05/01,700072,Hindustan Building,28
2024/05/01,700135,Rajarhat,16
2024/05/01,700136,New Town,19
2024/05/01,700023,Khiddirpore,18
2024/05/01,700091,Salt Lake Sector I,24
2024/05/01,700098,Bidhan Nagar,17
2024/05/01,700105,Kankurgachi,10
2024/05/01,700106,Phool Bagan,11
2024/05/01,700108,Shyambazar,20
2024/05/01,700109,Bagbazar,13
2024/05/02,700001,B.B.D. Bagh,19
2024/05/02,700007,Esplanade,22
2024/05/02,700013,Chittaranjan Avenue,20
2024/05/02,700014,Bhowanipore,13
2024/05/02,700016,Park Street,28
2024/05/02,700019,Ballygunge,14
2024/05/02,700020,A.J.C. Bose Road,26
2024/05/02,700022,Hastings,16
2024/05/02,700025,Bhawanipore,12
2024/05/02,700026,Kalighat,23
2024/05/02,700027,Alipore,10
2024/05/02,700029,Dover Lane,19
2024/05/02,700031,Dhakuria,10
2024/05/02,700032,Bijoygarh,7
2024/05/02,700033,Indrani Park,14
2024/05/02,700034,Behala,16
2024/05/02,700042,Kasba,6
2024/05/02,700044,Badartala,17
2024/05/02,700046,Abinash Chaowdhury Lane,11
2024/05/02,700047,Ganguly Bagan,12
2024/05/02,700053,Kalabagan,10
2024/05/02,700054,Bengal Chemical,10
2024/05/02,700061,Jairampur,14
2024/05/02,700066,Bidhangarh,19
2024/05/02,700068,Jodhpur Park,14
2024/05/02,700069,Great Eastern Hotel,19
2024/05/02,700073,Colootola,24
2024/05/02,700075,Garfa,13
2024/05/02,700078,Haltu,15
2024/05/02,700082,Haridevpur,10
2024/05/02,700085,K.G. Bose Sarani,18
2024/05/02,700086,Baghajatin,9
2024/05/02,700088,Brace Bridge,13
2024/05/02,700095,Golf Green,9
2024/05/02,700099,Kalikapur,6
2024/05/02,700107,E.K.T,13
2024/05/02,700141,Daulatpur,11
2024/05/02,700008,Barisha,7
2024/05/02,700010,Beleghata,20
2024/05/02,700012,Bowbazar,28
2024/05/02,700015,Entally,22
2024/05/02,700017,Kidderpore,10
2024/05/02,700018,Bartala,8
2024/05/02,700021,Fort William,16
2024/05/02,700024,Garden Reach,15
2024/05/02,700072,Hindustan Building,21
2024/05/02,700135,Rajarhat,24
2024/05/02,700136,New Town,15
2024/05/02,700023,Khiddirpore,9
2024/05/02,700091,Salt Lake Sector I,25
2024/05/02,700098,Bidhan Nagar,22
2024/05/02,700105,Kankurgachi,14
2024/05/02,700106,Phool Bagan,13
2024/05/02,700108,Shyambazar,20
2024/05/02,700109,Bagbazar,13
2024/05/03,700001,B.B.D. Bagh,21
2024/05/03,700007,Esplanade,14
2024/05/03,700013,Chittaranjan Avenue,23
2024/05/03,700014,Bhowanipore,12
2024/05/03,700016,Park Street,25
2024/05/03,700019,Ballygunge,12
2024/05/03,700020,A.J.C. Bose Road,24
2024/05/03,700022,Hastings,15
2024/05/03,700025,Bhawanipore,15
2024/05/03,700026,Kalighat,17
2024/05/03,700027,Alipore,15
2024/05/03,700029,Dover Lane,11
2024/05/03,700031,Dhakuria,13
2024/05/03,700032,Bijoygarh,7
2024/05/03,700033,Indrani Park,22
2024/05/03,700034,Behala,14
2024/05/03,700042,Kasba,15
2024/05/03,700044,Badartala,9
2024/05/03,700046,Abinash Chaowdhury Lane,10
2024/05/03,700047,Ganguly Bagan,12
2024/05/03,700053,Kalabagan,10
2024/05/03,700054,Bengal Chemical,22
2024/05/03,700061,Jairampur,12
2024/05/03,700066,Bidhangarh,9
2024/05/03,700068,Jodhpur Park,11
2024/05/03,700069,Great Eastern Hotel,16
2024/05/03,700073,Colootola,19
2024/05/03,700075,Garfa,13
2024/05/03,700078,Haltu,10
2024/05/03,700082,Haridevpur,15
2024/05/03,700085,K.G. Bose Sarani,15
2024/05/03,700086,Baghajatin,10
2024/05/03,700088,Brace Bridge,10
2024/05/03,700095,Golf Green,12
2024/05/03,700099,Kalikapur,14
2024/05/03,700107,E.K.T,11
2024/05/03,700141,Daulatpur,16
2024/05/03,700008,Barisha,10
2024/05/03,700010,Beleghata,15
2024/05/03,700012,Bowbazar,19
2024/05/03,700015,Entally,17
2024/05/03,700017,Kidderpore,12
2024/05/03,700018,Bartala,12
2024/05/03,700021,Fort William,25
2024/05/03,700024,Garden Reach,16
2024/05/03,700072,Hindustan Building,21
2024/05/03,700135,Rajarhat,15
2024/05/03,700136,New Town,25
2024/05/03,700023,Khiddirpore,13
2024/05/03,700091,Salt Lake Sector I,26
2024/05/03,700098,Bidhan Nagar,20
2024/05/03,700105,Kankurgachi,12
2024/05/03,700106,Phool Bagan,11
2024/05/03,700108,Shyambazar,19
2024/05/03,700109,Bagbazar,9
2024/05/04,700001,B.B.D. Bagh,24
2024/05/04,700007,Esplanade,26
2024/05/04,700013,Chittaranjan Avenue,16
2024/05/04,700014,Bhowanipore,14
2024/05/04,700016,Park Street,28
2024/05/04,700019,Ballygunge,10
2024/05/04,700020,A.J.C. Bose Road,23
2024/05/04,700022,Hastings,9
2024/05/04,700025,Bhawanipore,10
2024/05/04,700026,Kalighat,15
2024/05/04,700027,Alipore,19
2024/05/04,700029,Dover Lane,13
2024/05/04,700031,Dhakuria,12
2024/05/04,700032,Bijoygarh,9
2024/05/04,700033,Indrani Park,8
2024/05/04,700034,Behala,6
2024/05/04,700042,Kasba,11
